"","Breaking.Bad","Planet.Earth","Sherlock","The.Shawshank.Redemption","Human.Planet","The.Blue.Planet","The.Godfather","Interstellar","Life","Pulp.Fiction","The.Dark.Knight","The.Godfather..Part.II","The.Good..the.Bad.and.the.Ugly","Valley.Uprising","X12.Angry.Men","Boyhood","Fight.Club","Schindler.s.List","The.Decalogue","The.Lord.of.the.Rings..The.Return.of.the.King","Goodfellas","Gravity","House.of.Cards","Inception","One.Flew.Over.the.Cuckoo.s.Nest","Seven.Samurai","Star.Wars","Star.Wars..Episode.V...The.Empire.Strikes.Back","The.Lord.of.the.Rings..The.Fellowship.of.the.Ring","Casablanca","City.of.God","Forrest.Gump","It.s.a.Wonderful.Life","Once.Upon.a.Time.in.the.West","Se7en","Tell.It.on.the.Mountain","The.Lego.Movie","The.Lord.of.the.Rings..The.Two.Towers","The.Matrix"
"1291","0","0.0680501790189448","0","0","0","0","0.106188966111084","0","0","0","0","0","0","0","0","","0","0.0994812189668351","0","0.0696969404741374","0","0","0","0","0","0.0942918896293009","0","","0","0.102039817950652","0.0807951637726581","0.0642019561567526","0","0","0.0996976024469833","0","0.0633974637407761","0.192825625388069","0"
"1310","0","0","0","0.143534703886018","0.109061452310485","0","0.0960515338544264","0","0","0.138653338660747","0","0","0.176895950261755","","0","0","0","0","0","0.115579300294224","0","0.106403133095664","0","0","0","0","0","0.0819999867511244","0.0528813264424594","0","0.0385175830246001","0","0.123252414977398","0","0","0.10128624318528","0","0","0"
"1311","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1327","0","0","0","0.0833269675791733","0.140697837522895","0","","0.122610622228491","0","0","0","0","0","0.0784920064788018","0","0.100479091057365","0","0","0","0.0609980617781359","0","0.137268396991459","0","0.0853818848394925","0","0","0","0.158679632927647","0.0511657977097264","0.178608446133822","0","0.118456616342213","0","0","0.137961224434499","0.0784003243221997","0","0","0"
"1334","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1336","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1361","0.0733989707260446","0","0","0","0","0","0.0849511728888671","0","0","0.387037906610749","0","0","0.277374360461403","0.207111801288045","0","0","0","0","0","0.0696969404741374","0","0.196785050327423","0","0","0.2936450079219","0","0","0","0","0","0","0","","0","0","","0","0","0.045737886478943"
"1376","0","0","0.0707884219880848","0","0","","0","0","0","0","0","0","0.0672988180674641","0","0.202041292346249","0","0","0","0","0","0","0","0","0","0.0583437152618444","0.0684065265040523","0.117351912882881","0","0.0965679748932959","0","0","0","0","0.100249300118062","0","0","0","0","0.122418225909644"
"1381","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1444","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1478","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1479","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1487","0","0.0962374860905087","0","0","0","0.051330467729169","0","0","0","0.069679479086411","0","0","0.103714444119584","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0.144526267411571","0.0772472736794528","0","0.118768647822386","0","0","0.134756540360005"
"1501","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1509","0.141548204180147","0.126004447057719","","0.0587649812684705","0.223255910543671","0.0672073582361156","0","0","0","0","0.0374442288601845","0.249477255063879","0","0","0","0.270613094400991","","0","0.297215375541101","0","0.0887424139348062","0.0726047192071243","0","0","0","0","0.150170914882014","0","0.0541257632075992","0","0","0","0","0","0","0","0.368089256711743","","0.0705750910388678"
"1521","0","0","0","0","0","0","0","0.0723452698862335","0","0","0","0","0","0","0","0.0889301452233314","0","0.0513718805758621","0","0","0","0","0","0","0","0.0769890054915387","0","0","0","0.105386270819443","0.065968974975871","0.0524206776908603","0.0351823541392627","0","","0","0","0","0"
"1530","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1536","0.0733989707260446","0","0","0.122915776968382","0.102824123326396","0.0562297101251136","0.167204792348709","0.251556691513052","0","","0","0","0.339916523458665","0.468321248938229","0.0682169916859094","0.0444650726116657","0","0.0770578208637932","0","","0","0.297102886262674","0","0.113352290585753","0.374975013140883","0.211719765101731","0","0.14044118683542","0.14491155994063","0.0790397031145821","0.0544720883032212","0.165200916557798","","0.11282686480003","0","","0","0","0.14415014904765"
"1545","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1549","0.0733989707260446","0","0","0","0","0","0","0","0.216586501471519","0","0.282300680883418","0.0808481271249915","0","0","0","0","0.0583690287420703","0","0.12533869230087","0","","0","0.139912236680653","0","0","0","0.0767287693631499","0","0","0","0","0","0","0","0","0","0","0","0"
"1566","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1586","0","0.13610035803789","0.0909892554878586","0.143534703886018","0.211885575636881","0.149843993625526","0.20224049996551","0.249259427988384","0.143467604702643","","0","0","0.399472974930097","","0.0519395298047026","0","0.0645453283244419","0","0.113825061707819","0.218341832709407","0","","0.0825157354648095","0.0863049590696931","0.435300866443689","0","0.0565651992413038","0.0819999867511244","0.208038199076769","0","0.0929896713278213","0.0865699000215074","","0.193286040105331","0.0788178752476109","0.575729772977185","0","0.0599369409421067",""
"1589","0.0733989707260446","0","0.0822825540850065","0","0","0","0","0","0","0","0","0.0808481271249915","0","0","0","0.206654982855462","0.175107086226211","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"1601","0","0","0","0.13855112153137","0","0","0.103018429070855","0","0","0.0637329710761948","0","0","0","0","0","0.0835353257228701","0","0.144766437728986","0","0","0","0","0","0","0","0.108477867116901","0","0","0","0.0989931641010198","0.0619670618818182","","0","0","0.0764645705488601","0","0.0615045739763496","0","0"
"1606","0","","0.0727281899585712","0","0.0568381727451478","0","0","0","0","0","0","0","0.103714444119584","0","0","0","0","0","0","0","0","0.110905540525887","0","0","0.0599424692242247","0","0","0.0641023383604644","0","0","0.060221159482964","0","0","0","0","0","0.11954340405635","0","0"
"1611","0.0733989707260446","0.0593990659827829","0.0897776267782953","0","0","0.126727410011709","0","0","","0","0.41783284272952","0.213166935105594","0","0","0.387438823665996","0.0751596906091234","0.15389777604621","0.0468958963547686","0.12533869230087","0","","0.110905540525887","","0.127733560895696","0.11099188567557","0","","0","0.0765453884019815","0","0","0","0","0.136223006904893","0.0743102054217347","0","0.1106756862706","0.0887082153593048","0.116442959398363"
"1624","0","0","0","0.330902094801264","0.140697837522895","0.0562297101251136","","0.194955892114725","0","0.0508866966544491","0","0","0","0.205854094248052","0.106652912197994","0.144944163669031","0","0.163892147747983","0","","0","0.137268396991459","0","0.198734175425245","0","0.211719765101731","0","0.417815286356145","0.196077357650357","","0.0557539598809364","0.285694750450869","0","0.11282686480003","0.275556988029837","0.16513668103781","0","0","0.0984122625687065"
"1627","0","0.154323300306474","0","0","0.124526197359571","0.0548745782129733","0.0822536194598423","","0","0.151433724286085","0","0.0521872416545254","","0.13559200444897","0.045477994457273","0","0","0.0513718805758621","0","0","0","0.0607454662983317","0","0.0755681937238352","0.0961217926089815","0","0","0.0702205934177101","0","0.0526931354097214","0","0","0.163936586530541","0","0.0814027515246535","0.101575220215265","0","0","0"
"1646","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1656","0.0681492334541019","0","0.178935269872231","0.079410755756634","0","0","0","0","0","0","0.163580859708011","","0","0","0","0.0639581115455297","","0","0.363422728453773","0","0.102891941146495","0","0.0875211541526432","0","0","0","0.0712408738739957","0","0","0","0","0","0","0","0","0","0.0941809077512865","0.311225846904366","0"
"1661","0","0.0962374860905087","0.0707884219880848","0","0","","0","0","0","0.069679479086411","0","0","0.171013262187048","0","0.202041292346249","0","0","0","0","0","0","0","0","0","","0.0684065265040523","0.117351912882881","0","0.0965679748932959","0","0","0","0.144526267411571","0.177496573797515","0","0.118768647822386","0","0","0.257174766269648"
"1680","0","0","0","0","0","0","0","0","","0","0.0475277918538677","0","0","0","0.0415155390572389","0","0","0.0468958963547686","0","0","0.184560602323514","0.110905540525887","0.197865782655733","0","0","0","0.0904257218813032","0","0","0","0","0","0","0","0.0743102054217347","0","0","0","0"
"1681","0","0.0680501790189448","0","0.206242744547556","0.140697837522895","0.0562297101251136","","0.194955892114725","0","0.0508866966544491","0","0","0","0.205854094248052","0.0682169916859094","0.231050406525473","0","0.176539039830628","0","","0","0.137268396991459","0","0.198734175425245","0","0.211719765101731","0","","0.196077357650357","0.359687967199056","0","0.197087632878503","0","0.11282686480003","0.137961224434499","0.16513668103781","0.0633974637407761","0","0.0984122625687065"
"1688","0.0733989707260446","0","0","0","0","0","0","0","0.216586501471519","0","0.282300680883418","0.0808481271249915","0","0","0","0","0.0583690287420703","0","0.12533869230087","0","","0","0.139912236680653","0","0","0","0.0767287693631499","0","0","0","0","0","0","0","0","0","0","0","0"
"1695","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1718","0","0","0","0.124659350253708","0","0","0.139033992906612","0","0","0","0","0","0","0","0.0384359205120841","0","0","0.0868343268841902","0","0","0","0","0","0","0","0","0","0.118694466593078","0","","0.0557539598809364","0.0886071175723656","0","0","0.137595763595338","0","0","0","0"
"1727","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1728","0.0890093262103237","0.258041188675272","","0.0587649812684705","0.223255910543671","0.0672073582361156","0","0","0","0","0.0489056943473158","0.0935635264016044","0","0","0","0","0.205880894377635","0","0.115132430470353","0","0.0402744252597213","0.0726047192071243","0.0678674035471469","0","0","0","0.0789300410080183","0.0659607619988761","0.0541257632075992","0","0","0","0","0","0","0","","0.125452361255042","0.0705750910388678"
"1732","0","0.126004447057719","","0.0587649812684705","0.223255910543671","0.0672073582361156","0","0","0","0","0","0.0935635264016044","0","0","0","0","0.135098050034026","0","0.0644672670063067","0","0.0402744252597213","0.0726047192071243","0","0","0","0","0.0789300410080183","0","0.0541257632075992","0","0","0","0","0","0","0","0.273908348960456","0.125452361255042","0.0705750910388678"
"1758","0.0681492334541019","0","0.114596150301651","0.13855112153137","0.102824123326396","0","0.103018429070855","0.179211421626818","0","","0.0374442288601845","0.0750656015372829","0.0625421629972624","0.133847359880934","0","0.1474934372684","","0.144766437728986","0.232748108534794","0","0.048467988675085","0.100317835935252","0","0","0.0813300052189825","0.108477867116901","0.0712408738739957","0","0","0.0989931641010198","0.116439150185039","","0.23240698247503","0","0.0764645705488601","0.17188845455333","0.155685481727636","0.226462212136884","0"
"1767","0.0681492334541019","0","0.114596150301651","0.124659350253708","0","0","0.139033992906612","0","0","0","0.0374442288601845","0.0750656015372829","0","0","0.0384359205120841","0.0639581115455297","","0.0868343268841902","0.232748108534794","0","0.048467988675085","0","0","0","0","0","0.0712408738739957","0.118694466593078","0","","0.0557539598809364","0.0886071175723656","0","0","0.137595763595338","0","0.0941809077512865","0.226462212136884","0"
"1796","0.138711016449446","0","0.0707884219880848","0.122915776968382","0.0607625625436045","","0.0822536194598423","0.0723452698862335","0.068218335741329","0.0508866966544491","0.0508093467048796","0","0.141215754439882","0.12736208776925","0.35902224024897","0.0444650726116657","0.0551535479713926","0.0770578208637932","0.0526373030924043","","0","0","0.0881364246742419","0.260846302121112","0.170485806638989","0.374043261700068","0.197909548652296","0.208969469074253","0.444769637589825","0.0790397031145821","0","0.0786310165362904","0","","0","0.0867363567156102","0","0","0.422515610339995"
